"user_id","name","city","gender","total_orders","total_spent"
U005177,Elizabeth Martin,Jimenezstad,Male,2,2990.02
U008426,Kaitlyn Dunlap,Allisonstad,Male,2,2988.66
U005729,Austin Reid,East Robinfort,Other,2,2987.96
U003079,Debra Rangel,Stewartland,Male,4,2987.74
U009656,James Smith,East Tara,Other,2,2982.34
U008463,Robert Cantrell,New Kaitlyn,Male,2,2980.54
U009448,Brett Collier,Nathanmouth,Other,2,2975.48
U001142,Matthew Villa,South Juanville,Female,4,2974.78
U003886,Scott Jones,Christophertown,Female,2,2973.24
U000396,James Tucker,Lindseychester,Male,2,2969.88
U008614,Robert Rodriguez,Port Christopherland,Female,2,2968.86
U006037,Joanna Lin,East Kelly,Female,6,2966.2
U004232,Clayton Miller,New Julie,Male,2,2961.3
U006310,Evan Nash,Watersmouth,Male,4,2958.24
U005777,Miranda Torres,Nancyfurt,Other,2,2956.86
U003269,Joseph Schroeder,North Kevinfort,Other,2,2955.82
U001974,Sarah Russell,Lauraburgh,Other,2,2948.88
U001982,Sandra Ayala,New Lindsey,Female,2,2946.4
U004983,Robert Powell,Samanthaton,Male,4,2942.12
U000684,Eric Miller,West Taramouth,Male,4,2942.0
U000992,Martin Gibson,West Nicole,Other,2,2937.04
U005117,Barbara Kirby,Port Michellestad,Female,6,2925.82
U007150,Jennifer Mendoza,Elizabethville,Other,2,2923.34
U003602,Peter Hayes,New Sophiamouth,Male,2,2921.68
U009510,Joshua Neal,Joannton,Other,2,2914.98
U005262,Kimberly Harris,Port Geraldview,Male,2,2914.84
U002748,Justin Davidson,Lake Ryanstad,Other,4,2914.24
U009014,Raymond Rivera,Murphyview,Female,2,2905.7
U005171,Jordan Evans,New Bryanfurt,Other,4,2901.32
U004211,Jacob Schaefer,Port Maryhaven,Male,4,2900.76
U003233,Daniel Rice,Roberthaven,Female,2,2897.7
U001585,Sarah Long,Jacobbury,Male,2,2889.94
U008275,Linda Vargas,Singletontown,Male,4,2887.36
U003919,Natalie Jackson,North Angela,Male,2,2886.62
U002404,James Santos,Port John,Other,2,2880.96
U002953,Peter Buchanan,Juliechester,Other,4,2875.94
U009645,Alex Jacobs,Flynnmouth,Other,2,2874.28
U007118,Melanie Bryant,South Williamchester,Female,2,2871.7
U001016,Lisa Hernandez,Austinmouth,Other,4,2870.72
U000675,Christopher Harrison,Ericksonview,Female,2,2870.36
U001061,Robert Hudson,New Jorge,Female,2,2867.56
U001513,Vicki Wood,Blairside,Other,4,2867.0
U002382,Meagan Bennett,Michaelport,Male,2,2863.2
U007815,Nicole Charles,New Brandon,Other,4,2859.96
U007151,Jennifer Ward,Lake Dennis,Female,6,2859.02
U003360,Brian Bryan,Stacieberg,Male,2,2855.72
U005087,Lorraine Sanchez,New Kaylee,Male,4,2853.9
U006560,Justin Perry,Lake Julianmouth,Female,2,2853.9
U005914,Kimberly Martinez,West Nicoleshire,Female,4,2852.74
U005263,Joe Black,New Laurentown,Female,2,2852.02
U004360,Damon Watson,Johnsonmouth,Male,2,2848.76
U001509,Laura Gordon,New Elizabeth,Male,2,2848.54
U007457,Eric Mosley,North Sylviachester,Female,4,2846.84
U002558,Michelle Wright,Markmouth,Male,2,2843.26
U009892,Ashley Mccormick,Port Amandahaven,Other,2,2839.14
U005955,Ryan Johnson,Port Angelaville,Other,6,2839.06
U007395,Tracy Kirby,Johnfurt,Female,4,2835.08
U004381,Susan Peters,West Jenniferton,Male,2,2830.3
U005664,Jerry Roberts,East Coreyfurt,Other,2,2826.82
U009952,Cameron James,South Rachel,Male,2,2826.34
U009902,Sylvia Dorsey,West Paulshire,Female,6,2823.86
U006892,Cheryl Greer,South Robertville,Other,2,2823.08
U002657,Nathan Tran,Sarahville,Other,2,2818.88
U002822,Diana Lee,Port Erinside,Other,2,2810.88
U006603,Steven Miller,Lamburgh,Other,2,2807.3
U001068,Zachary Fox,East Bobby,Other,2,2801.44
U004162,Erica Bender,New Carol,Other,2,2794.5
U007164,Patricia Velez,Lake Jessetown,Male,4,2790.58
U006387,Matthew Hall,Jasonberg,Female,2,2790.5
U003534,Sara Ayala,Jessicaberg,Male,2,2788.28
U008637,Samuel Barron,West Jessica,Other,2,2782.28
U007029,Marie Lynch,Lloydfurt,Female,2,2775.26
U009269,Jeffrey Alvarez,East Bruceburgh,Female,4,2774.96
U000890,Charles Payne,North David,Female,2,2773.98
U008376,Richard Salazar,North Williamville,Other,2,2770.36
U004086,Stacy Herman,Andersonfurt,Other,2,2770.34
U009376,Brenda Morrison,East Stephanieshire,Other,6,2770.3
U003088,Raymond Wheeler,South Jonathanview,Female,2,2760.7
U000871,Julie Klein,Oconnellhaven,Male,2,2759.74
U001660,Eugene Martinez,Samueltown,Female,4,2759.56
U002336,John Stephens,Port Angelport,Female,4,2758.92
U001817,Michael Bruce,Lake Christopher,Female,2,2756.34
U002417,Sara Johnson,Merritthaven,Other,2,2754.28
U001408,Christopher Williams,East Andre,Male,2,2753.58
U000416,Kristine Lane,Robertville,Female,4,2741.42
U000796,Randy Smith,Washingtonland,Other,6,2738.06
U002260,Jeanette Hogan,Brownside,Male,2,2737.16
U008589,Dennis Good,North Angela,Male,2,2728.86
U009206,Juan Hayes,Adrianaville,Female,2,2727.92
U005369,James Kelley,Lake Sarahtown,Other,2,2720.6
U007947,Christopher Williams,Port Sharon,Female,2,2718.8
U007243,Brenda Grant,New Sarahview,Male,2,2714.36
U009670,Shari Oconnor,East Evanview,Female,2,2712.88
U000173,Nicole Pena,Andersonview,Male,2,2705.26
U003051,Ryan Bates,Robinsonton,Male,2,2697.94
U000206,Brian Gordon,Joelberg,Other,2,2690.26
U004306,Mary Anderson,New Veronicaborough,Female,4,2683.78
U007869,Dustin Hall,South Dennishaven,Female,2,2681.52
U008848,Timothy Garcia,Gilmoreville,Male,4,2675.2
U003739,Glenn Smith,Floydstad,Male,2,2664.62
U008868,Elizabeth Smith,Kaylahaven,Male,4,2662.72
U009515,Patricia Kirby,New Alexandra,Male,2,2656.38
U006793,Emily Vasquez,West Melinda,Other,2,2650.12
U007780,Timothy Lee,Matthewsborough,Female,2,2650.12
U000167,Michelle Miller,South Pamelaside,Female,2,2648.22
U004943,Benjamin Stokes,Deanshire,Female,2,2648.22
U008227,Jane Howell,Lake Kenneth,Other,2,2646.5
U008569,Jessica Hunt,East Vincent,Other,2,2646.24
U006836,Megan Hansen,Lake Donaldshire,Other,4,2610.88
U009060,Gina Phillips,East Nicole,Female,2,2600.4
U009251,Dana Conrad,West Devin,Female,2,2595.96
U005941,Steven Cordova,East Stephenbury,Male,2,2581.72
U001844,Shirley Green,Bakerhaven,Other,2,2579.62
U005698,Mathew Bailey,Robertside,Other,6,2578.86
U004163,Benjamin Cruz,South Dustinshire,Other,4,2577.76
U009097,Joshua Mcdonald,West Paulahaven,Male,2,2575.9
U005893,Rachel Jones,North Meganview,Female,2,2574.98
U003910,Aaron Vaughn,South Gregorymouth,Male,4,2574.16
U006516,Thomas Wright,Webbstad,Other,2,2572.56
U006911,Michael Calhoun,North John,Other,2,2571.02
U008865,Sherry Lopez,Anthonytown,Male,2,2566.9
U005029,Daniel Gardner,East Pamela,Other,4,2564.62
U002844,Megan Pierce,South Evelynburgh,Other,2,2560.3
U003858,Troy Fowler,Lake Kimberlyberg,Other,2,2559.1
U003273,Jacob Ellis,Mckenzieburgh,Male,4,2558.74
U006624,Sean Myers,Paulland,Female,2,2556.56
U002331,Patrick Carter,South Evelynside,Other,4,2555.84
U008923,Michael Webb,North Jasonbury,Male,2,2552.68
U006354,Bryan Petersen,Michaelfort,Female,2,2549.5
U001432,Lisa Moore,West Joefort,Female,4,2547.72
U002001,Cody Khan,Heathermouth,Male,2,2542.06
U007541,Alison Patterson,New Timothy,Male,2,2539.5
U005928,Andrew Mathis,Odonnellshire,Male,2,2536.72
U001530,Wendy Johnson,Port Carla,Other,4,2531.36
U003019,Lauren Thompson,Taraburgh,Male,2,2530.6
U003839,Danny Robinson,Pooleberg,Male,4,2525.1
U001406,Brandon Perez,Christianview,Other,2,2522.74
U005683,Jonathan Curtis,North Carlmouth,Other,2,2521.76
U003982,Alyssa Evans,Brianbury,Female,2,2515.04
U009295,James Wood,Port Troymouth,Other,2,2506.58
U007611,Kathy Green,Port Daniel,Other,2,2505.38
U005233,Crystal Garza,Port Williambury,Other,4,2505.0
U000743,Nicole Dougherty,Matthewmouth,Other,2,2502.62
U003289,Diamond Stafford,North Michael,Other,4,2501.9
U002960,Mark Ellis,Jonesmouth,Other,4,2500.94
U001537,Cody Francis,Port Veronica,Male,2,2498.08
U009117,Jacob Adams,Lake Geneton,Female,2,2492.52
U009847,Jacqueline Wilson,Grahamville,Female,2,2491.2
U008179,Timothy Miller,Lake Renee,Other,4,2484.42
U004247,Stephen Russell,Daniellebury,Other,6,2479.74
U004812,Kathryn Hall,Boydview,Other,2,2479.06
U000161,Tracie Conner,Tannerside,Other,4,2478.74
U007147,Amy Edwards,Kristophermouth,Female,2,2478.62
U009505,Donald Ferguson,Amymouth,Male,6,2477.08
U005961,Paul Smith,Thomasshire,Male,4,2473.7
U005128,Sally Moss,Port Brookeshire,Male,4,2472.68
U007965,Gabriella King,Kaylaside,Female,2,2472.44
U004855,Heather Garcia,Port Candice,Other,2,2471.4
U009652,Tammie Morris,Petersonfurt,Male,4,2460.6
U000276,Brenda Hines,East Christopherchester,Female,2,2458.32
U007052,Laura Jones,Floresberg,Other,2,2457.86
U006618,Stephanie Ali,Nancyhaven,Female,2,2457.6
U001161,Dillon Harvey,Chelseaburgh,Male,4,2455.3
U009253,Jennifer Cisneros,North Lisa,Female,2,2452.26
U002733,Michael Miller,Lunabury,Male,2,2450.46
U008209,Matthew Taylor,East Patriciamouth,Female,4,2441.44
U004977,Tammy Silva,Lake Jamesberg,Other,4,2437.98
U004350,Jennifer Daniel,New Amandastad,Male,2,2437.82
U004383,Kimberly Romero,Port Chadville,Other,4,2436.98
U004128,Christy Andersen,Downshaven,Male,2,2434.1
U000820,Crystal Rhodes,West John,Male,4,2433.98
U004612,April Carter,Lake Zacharyhaven,Male,4,2426.44
U001192,Jennifer David,Wattsfort,Male,2,2424.94
U000606,Gregory Erickson,South Jorge,Male,2,2422.14
U008676,Matthew Chapman,Martinhaven,Male,2,2418.48
U005917,Joseph Fleming,Moralesville,Other,2,2413.56
U005966,Kathleen Fisher,Lynnview,Female,2,2413.3
U005742,Nicole Roach,Port Kevinville,Other,4,2411.54
U004338,Kelsey Shaw,Erinmouth,Other,4,2410.32
U006140,Gregory Nelson,Lawsonchester,Male,2,2408.0
U000154,Rhonda Mendez,Lake Danastad,Other,2,2406.12
U003555,Jeremy Salinas,East Nicholasburgh,Female,2,2405.58
U008134,Melissa Morrison,Manuelton,Other,4,2404.4
U005702,Shawn Greene,New Ashleebury,Female,2,2403.52
U005662,Aaron Todd,Hillchester,Male,2,2402.04
U009331,Amy Merritt,Robbinschester,Female,2,2393.16
U002818,David Dominguez,West Marco,Female,2,2390.98
U004150,Lauren Olson,South Jamesbury,Female,2,2375.28
U000188,Debbie Velez,East Robertburgh,Female,4,2371.98
U009778,Zachary Russell,East Becky,Other,2,2369.38
U009610,Amy Smith,West Molly,Female,2,2368.74
U008132,Lori Silva,Lake Rebeccaton,Other,2,2365.72
U003788,Tamara Wilson,Port Robert,Female,2,2363.88
U006763,Nathan Cooper,North Lindsaymouth,Other,2,2363.58
U006810,Scott Guerrero,East Davidberg,Other,2,2362.72
U001757,Patricia Moyer,Dwaynestad,Other,6,2357.76
U005384,Dan Smith,West Helenfurt,Female,2,2355.0
U004413,Vincent Stark,Nelsonborough,Male,4,2353.64
U009073,Eric Shelton,South Isaiahfurt,Female,4,2349.42
U009090,Karen Rivers,New Karinamouth,Male,2,2344.48
U004784,Diana Hendrix,Annemouth,Other,2,2343.18
U009513,Trevor Perry,South Jeremy,Other,2,2330.64
U006548,Anthony Howard,Moniqueview,Female,2,2324.24
U009646,Lauren Bishop,North Morganbury,Other,2,2323.86
U005499,Michael Dorsey,West Sandrashire,Male,4,2320.84
U006814,Jonathan Haynes,Matthewland,Other,4,2320.2
U005489,Samantha Carpenter,Osbornestad,Female,4,2318.56
U009219,Cynthia Smith,South Mary,Other,6,2314.32
U008509,Scott Harris,South Maxwell,Female,2,2311.14
U004415,Steven Walters,Smithfort,Male,2,2308.02
U007665,Sarah Richardson,Parkerville,Other,2,2308.0
U008197,Amanda Thompson,Lake Aliciaview,Other,4,2307.42
U000160,Kelly Evans,Port Michael,Other,2,2304.54
U003703,Matthew Haynes,West Angelaland,Other,4,2301.96
U003439,Ashley Cobb,Port Jodichester,Male,2,2301.14
U005309,Amanda Robinson,Lloydport,Female,2,2292.3
U005718,Whitney Ortiz,South Donaldmouth,Other,2,2291.9
U004108,Patrick George,Lake Monica,Other,2,2286.38
U007599,Victor Harrison,East Markhaven,Male,4,2285.3
U006768,Sandra Ford,Robertfort,Other,2,2281.1
U000583,Christine Huffman,Brianville,Other,4,2274.94
U003776,Brittany Hogan,Angelaburgh,Female,2,2274.66
U007454,Elizabeth Moore,Anaborough,Female,2,2273.0
U004643,Elizabeth Roy,Smithshire,Other,2,2269.86
U002069,Benjamin Peterson,East Robert,Female,2,2269.56
U005339,Jenna Soto,Hernandezborough,Other,2,2267.2
U001572,Lindsey Dalton,North Donna,Female,6,2266.98
U008994,Brian Mullins,Port Justinburgh,Female,2,2258.66
U008730,Kathleen Norman,Jessicaton,Female,2,2258.46
U001218,Kevin Page,Kathleenberg,Female,2,2254.94
U000003,Adam Shaffer,Curtisfurt,Male,4,2253.46
U007871,Linda Howell,North Eric,Other,4,2246.22
U002291,Holly Robinson,Stantonside,Female,2,2241.64
U003576,Paul Fisher,Robertborough,Female,8,2230.98
U001679,Larry Stafford,North Davidberg,Other,2,2228.94
U009493,Michael Stanton,Williamsberg,Other,2,2227.58
U004138,Brendan Henderson,South Peggychester,Other,2,2226.58
U002644,Riley Rodgers,North Natasha,Other,4,2225.4
U002534,Kara Watson,East Timothyview,Male,2,2222.52
U003072,Paul Rocha,East Robinstad,Female,4,2220.04
U002632,Marcus Cooper,Hillmouth,Male,4,2212.78
U008775,Jeanne Morrison,West Dennis,Other,6,2211.92
U000031,Scott Thornton,New Barry,Female,2,2209.34
U000607,Anna Johnson,New Kevin,Other,2,2206.1
U005170,Shawn Stewart,Lake Jaketon,Female,2,2206.06
U000394,Jack Jensen,Newmanland,Male,2,2200.04
U000022,Richard Brown,Mitchellside,Other,2,2195.94
U000927,Terri Park,New Lindseyberg,Female,2,2195.92
U002678,Jennifer Palmer,West Patrickberg,Female,2,2195.72
U009384,Alex Morris,Danielview,Female,2,2194.66
U003796,Elizabeth Charles,Lake Kimberlyton,Female,4,2192.06
U008794,Christopher Carter,Williamsmouth,Female,4,2190.8
U009602,Mary Vargas,Murphystad,Female,2,2190.66
U008765,Lori Jennings,Lake Linda,Female,2,2186.74
U003243,April Reeves,Sarahstad,Other,2,2186.38
U002522,Christian Cooper,Lake Dawnfort,Female,2,2179.08
U004544,Gerald Frye,West Katherine,Male,2,2176.08
U001271,Anthony Rasmussen,Rodgershaven,Female,2,2174.36
U002808,April Alvarado,East Ashley,Male,4,2170.92
U009242,Peter Hurley,Christopherside,Male,2,2166.76
U005743,Terrence Richmond,West Lauren,Female,2,2164.06
U009377,Richard Shaw,New Renee,Other,2,2160.92
U009782,Albert Hill,Heatherville,Female,2,2158.96
U005588,Blake May,South Jessica,Other,2,2156.8
U003909,Natalie Hernandez,Peterfort,Other,2,2154.72
U005701,James Smith,Shelleyshire,Male,2,2153.06
U002641,Michael Green,South Blake,Male,2,2151.3
U008851,Deborah Calhoun,Wilsonhaven,Female,2,2150.8
U003384,Laura Ellison,Rebeccaberg,Male,4,2150.56
U006991,Jonathan Lang,Jessicaside,Other,4,2149.24
U003838,Douglas Leach,Jonathanshire,Other,2,2146.7
U009109,Derek Green,South Kelly,Other,2,2145.66
U001431,Mark Miller,Port Leeton,Female,2,2145.54
U008481,Timothy Collins,West Isaiahton,Other,2,2145.52
U009108,Phillip Rosales,Jacquelineton,Male,2,2142.0
U008226,Melissa Smith,Port Crystal,Other,4,2141.22
U004853,Tony Taylor,Dustinchester,Other,4,2136.48
U004961,Richard Trevino,Port Brenda,Male,4,2135.36
U005597,David Wall,East Scott,Female,4,2134.72
U004227,William Murphy,North Amyhaven,Female,6,2130.64
U008345,Raven Steele,Johnnymouth,Other,8,2130.06
U009963,Ashley Black,Davieschester,Female,4,2127.6
U002705,Brittany Harper,Caseyfort,Male,2,2125.52
U007319,Matthew Walters,Lindastad,Other,2,2120.86
U001574,Seth Garcia,North Tina,Other,2,2119.16
U002969,Rachel Ward,Lake Anthonyfort,Male,2,2115.02
U003255,David Rodriguez,Hayesbury,Other,4,2114.74
U006559,Gabrielle West,Taylorborough,Male,2,2114.68
U000192,Richard Patterson,Morrisbury,Male,4,2114.48
U004269,Natasha Burke,West Victoria,Male,4,2111.2
U005613,Christopher Harrison,New Susan,Female,2,2110.86
U006806,Maria Carr,Hubbardstad,Other,4,2110.36
U001771,Kristi Boyd,South Danielville,Female,2,2109.14
U000770,Mike Watson,Johnsland,Female,2,2092.88
U003820,Todd Carter,East Keithville,Male,6,2091.78
U001052,William Alexander,Theresatown,Other,6,2091.5
U002427,Jennifer Smith,South Laura,Other,2,2091.4
U009638,Kaitlyn Reid,Lauramouth,Male,2,2086.78
U002497,Susan Lamb,Port Ronaldland,Male,4,2082.3
U002026,Corey Garcia,Jamesview,Female,2,2079.58
U000299,Kimberly Cooper,North Paula,Female,6,2077.56
U006032,Mary Martinez,Markton,Other,4,2077.24
U001153,Edward Dickerson,Scottton,Male,4,2075.1
U001322,Victor Graham,North Stephaniefort,Female,2,2070.66
U000201,Tiffany Brewer,Bennettside,Male,2,2067.72
U002115,Wendy Martin,South Anita,Other,4,2064.36
U006913,Sherry Cole,Julietown,Other,4,2060.76
U002114,Gary Adams,Armstrongmouth,Female,6,2059.72
U005238,Renee Henry,North Rachelmouth,Female,2,2059.08
U007628,Alyssa Clark,North Danielleshire,Female,2,2057.76
U005354,Mark Lyons,West Davidton,Male,4,2054.72
U006660,Christine Friedman,Brownmouth,Female,6,2048.42
U001939,Angela Castillo,Frankland,Female,4,2048.38
U005496,Dakota Burns,South Michael,Male,4,2048.36
U004894,Luke Molina,Lewisville,Female,2,2044.64
U001919,Joseph Phillips,Hillmouth,Male,2,2042.24
U003554,Brian Aguilar,West Gary,Female,2,2042.06
U004923,William Roach,Jessicaburgh,Other,4,2041.36
U008724,Danielle Davis,Lake Markfort,Other,4,2035.94
U007264,Alexa George,New Brian,Other,2,2035.44
U000745,Heather Burns,New Anthonymouth,Female,2,2034.22
U000998,Stephanie Fowler,West Renee,Male,2,2030.94
U000349,Cindy Wheeler,Lake Darrellmouth,Male,4,2028.24
U002620,Dennis Robertson,Baileybury,Male,2,2027.76
U006477,Mark Martin,Burnettland,Female,2,2026.52
U007277,Sherri Frost,South Robintown,Male,2,2025.98
U009334,Kevin Martin,Michellechester,Male,4,2017.96
U008752,Kathleen Lee,Marieburgh,Other,2,2017.34
U002429,Denise Dorsey,Solomonberg,Other,2,2014.96
U005659,Gary Saunders,West Dannystad,Female,2,2014.06
U006339,Katherine Hamilton,Cooperhaven,Female,2,2013.72
U009660,Craig Miller,Mckayshire,Male,4,2013.4
U007586,Wendy Burnett,West Jamesfurt,Female,4,2010.86
U003047,Stephen Mooney,Wrightside,Female,2,2006.02
U000869,Chase Allen,Angelafort,Female,2,2004.24
U006268,Zachary Lara,New Sarahland,Female,2,2001.24
U008674,April Norris,Chelseaport,Female,6,2001.08
U003829,Amy Doyle,Alejandroshire,Female,2,1998.4
U002704,Bethany Lynch,Smithchester,Male,2,1998.24
U000628,Samantha Harris,Port Julie,Male,2,1992.36
U005822,Jennifer Reyes,Brownberg,Male,2,1991.3
U007881,Jeremiah Reed,East Angelaside,Male,4,1984.76
U002611,Sara Hernandez,Jacksonfurt,Male,2,1983.04
U009840,Jack Rhodes,North Amber,Female,4,1979.28
U003376,Aaron Brown,Millerburgh,Other,2,1971.24
U009460,Jodi Kelly,Parkerfort,Female,2,1970.7
U003978,Kevin Santana,New Steven,Male,2,1970.2
U009651,Michael Chaney,Mcguireshire,Other,4,1966.22
U002047,Lori Richards,Wrightmouth,Other,4,1959.52
U007420,Danielle Mccullough,New Jordanmouth,Other,2,1954.74
U000902,Chad Jones,Lake Alisontown,Other,4,1953.24
U008178,Robert Norton,Jenniferland,Other,2,1952.9
U003729,James Sanchez,Maryfort,Male,2,1952.42
U000591,Michelle Robinson,Fitzgeraldbury,Female,2,1940.58
U002090,Hayley Dalton,North Bonnie,Male,2,1940.2
U008024,Joshua Guzman,Yuside,Other,2,1936.38
U002908,Gina Tucker,Lake Stacyfort,Other,2,1935.56
U007550,Nancy Cross,Herreraborough,Other,2,1927.02
U001103,Carl Fields,Justinchester,Female,2,1924.06
U000570,Aaron Finley,Evelynfurt,Female,6,1923.5
U003172,Deborah Nolan,East Michael,Other,4,1921.28
U008369,Jacob Cook,West Chadmouth,Male,2,1913.22
U009632,Christopher Cervantes,Williamsshire,Other,4,1912.8
U000078,Aaron Booth,Cindyfort,Female,2,1912.58
U001356,Jacqueline Conner,Hooverside,Female,2,1910.72
U000016,Debra Kim,Andrewside,Female,2,1909.72
U002572,Belinda Burke,Port Kellyhaven,Female,2,1908.48
U008710,Stephanie Campos,New Coreyburgh,Female,4,1906.68
U005187,Emily Anderson,Mercadoshire,Other,2,1904.08
U000479,Matthew Hobbs,Lake Kimberlyfurt,Male,4,1903.48
U005758,Stephen Morales,Kennedyborough,Male,2,1899.4
U004376,Michael Jones,Smithberg,Female,4,1898.86
U008476,Patrick Hughes,Craigbury,Male,2,1897.38
U008725,Julie Kelley,South Christineville,Female,2,1895.96
U006558,David Hernandez,Johnsonfort,Female,2,1894.48
U005471,Brittney Cantrell,Lopezbury,Female,2,1892.94
U006067,Kimberly Cohen,South Jennyfurt,Other,2,1889.12
U004084,Corey Mclean,New Susan,Male,2,1886.52
U006613,Kelly Hudson,New Bettyhaven,Male,2,1882.06
U002487,Elizabeth Rivas,East Karentown,Other,2,1879.64
U008004,Ashley Davenport,Lake Donna,Male,2,1879.12
U006706,Jason Howard,Taylorhaven,Male,4,1878.84
U008968,Hector Frederick,Schaeferville,Female,2,1876.5
U001292,Laura Brooks,Evanschester,Male,2,1875.7
U003520,Jessica Lee,South Frederick,Other,2,1871.38
U000270,Patrick Richmond,East Angelaport,Male,4,1871.36
U005581,Kathy Stone,West Ashley,Other,4,1870.54
U007080,Logan Morris,Port Emilyfort,Female,4,1862.92
U008333,Jose Richard,West Megan,Female,4,1861.08
U005156,Donna Jones,South Tom,Other,2,1859.46
U004248,Ashley Perkins,Lake Robertside,Male,2,1855.2
U006845,Steven Lee,Michaelside,Male,4,1853.76
U004847,Jeffrey Graves,Fowlerland,Other,2,1852.3
U003455,David Harvey,New Eric,Female,4,1848.88
U005060,Amanda Williams,Whitestad,Other,4,1847.22
U003915,Melinda Sutton,South Kenneth,Other,2,1845.1
U004520,Denise Long,Henryview,Male,4,1842.22
U006868,Chad Fuller,West Jennifermouth,Other,2,1842.0
U004153,Eric Bowman,West Michaelberg,Other,2,1839.14
U005148,Joyce Levy,Lake Joshua,Female,2,1838.34
U007738,Christopher Hickman,Wellsport,Female,2,1837.92
U006914,Tracy Miller,Tonyashire,Other,2,1837.74
U008048,Thomas Wilson,Richardburgh,Male,2,1836.48
U007304,Michael Bond,North Joseph,Male,2,1834.46
U001449,Benjamin Maynard,Andrewshire,Other,2,1833.34
U001066,Joy Graham,East Paulashire,Female,4,1832.68
U000725,Carolyn Ortiz,North Nathan,Female,4,1830.94
U006169,Gregory Mack,Ricardomouth,Other,2,1829.66
U003370,Mallory Cooper,Shermanland,Male,2,1828.32
U001255,Jason Hayes,Port Amber,Female,4,1827.12
U005621,Timothy Woods,East Mark,Other,2,1825.2
U001175,Penny Smith,West Charlotte,Male,2,1815.28
U002988,Andrea Dean,Port Beckyburgh,Other,2,1815.04
U006337,Margaret Miller,Lindsayfurt,Other,2,1814.52
U008058,Michael Brown,Nicholasberg,Male,4,1807.26
U009588,Angela Hernandez,Samanthafort,Male,2,1804.96
U001604,Patrick Willis,Colemouth,Other,2,1804.82
U006377,Brittany Hill,South Justin,Female,2,1801.44
U008421,Michael Horton,East Kaylaport,Male,2,1799.58
U006267,Albert Williams,Bradleymouth,Male,4,1796.96
U000623,Douglas Taylor,North Jeffery,Male,6,1795.06
U001806,Lori Walker,Rossmouth,Other,4,1794.58
U007564,Lauren Williams,Muellershire,Female,2,1794.46
U003277,Brent Williams,South Belindastad,Other,4,1790.12
U002423,Timothy Hansen,Pattersonfort,Male,2,1785.54
U006830,Michael Horton,Chavezport,Male,4,1785.02
U003499,Michael Chapman,Bowersstad,Other,2,1785.0
U006380,Charles Bryant,Lake Lauraland,Male,2,1784.82
U004037,Andrew Reeves,Jessicastad,Male,2,1781.34
U005827,Sherri Goodman,Gordontown,Male,2,1772.94
U003005,Karen Valentine,Jacobfort,Female,2,1770.54
U008401,Jessica Roberson,Chadtown,Male,2,1768.82
U005546,Katherine Hawkins,Port Jessica,Other,2,1768.68
U000379,Rhonda Bush,West Shane,Male,2,1768.5
U009274,Gary Mccormick,West Michael,Other,2,1763.58
U003053,Teresa Bell,East Stacey,Female,2,1762.02
U007084,Dominic Bray,Lauraview,Male,2,1759.14
U007332,Beth Hatfield,New Heather,Female,2,1757.46
U000242,Robert Nixon,Matthewborough,Male,2,1755.64
U005631,Julia Foster,West Ryanburgh,Other,2,1754.3
U002321,Natalie Mann,Dakotafort,Female,2,1749.58
U005209,Luke Lyons,Woodmouth,Other,2,1746.02
U002313,Matthew Heath,Evansport,Male,2,1744.96
U002625,Christopher Moss,Jessicaberg,Male,4,1742.7
U002362,Cody Rios,New Benjamin,Female,2,1742.06
U004309,Kayla Richardson,Catherinestad,Male,2,1742.06
U000486,Nathaniel Todd,Port Marissa,Male,2,1740.06
U008248,Brittney Williams,Norrishaven,Other,2,1734.98
U006909,Judith Ross,Andrewtown,Other,2,1732.98
U002117,Matthew Blackwell,South Jessicabury,Male,4,1732.38
U003214,Anna Smith,Pearsonview,Male,2,1730.2
U000833,Sheila David,Carterborough,Female,2,1728.32
U000464,Joshua Guerra,Ambermouth,Female,4,1727.66
U001299,Holly Campbell,Daviston,Female,2,1724.48
U004768,Haley Riggs,Williamshire,Male,2,1723.24
U000261,Aaron Schroeder,Melissaside,Other,2,1723.22
U007121,Lori Frederick,East Charles,Female,2,1721.1
U009826,Lindsay Gardner,Shawnville,Other,2,1720.82
U006679,Sarah Guzman,West Shirleymouth,Other,4,1715.54
U002008,Jeffrey Forbes,Port Annberg,Female,4,1711.92
U003922,Vanessa Coleman,New Wendyborough,Male,2,1710.84
U009280,Kimberly Pugh,New Thomas,Female,4,1710.8
U002606,Christopher Joseph,Christinaport,Male,2,1709.68
U005107,Crystal Foley,Patrickmouth,Male,2,1706.14
U007400,Rose Vega,Lake Christine,Other,4,1703.88
U006948,Holly Soto,South Kyleshire,Male,2,1701.22
U001790,Angela Flores,New Jessicaville,Female,2,1700.82
U007598,Caitlin Graham,Jasonland,Female,6,1700.12
U007746,Amber Stevens,Elizabethmouth,Male,2,1698.22
U005530,Alan Miller,West Katherineburgh,Female,2,1696.52
U007973,Donna Johnson,Smithbury,Female,2,1694.84
U007660,Matthew Franklin,Lake Melissa,Female,2,1694.16
U002834,Michael Garcia,South Gary,Female,4,1691.1
U002271,Jodi Cannon,Lake Meganmouth,Female,2,1689.08
U009613,Anna Jensen,Lake Julia,Female,4,1688.46
U000586,Darren Jacobson,Lake Erica,Other,2,1686.64
U000234,Ryan Colon,South Leon,Male,2,1685.52
